0.63918,-0.057395,0.10057,0.58983,0.36383,0.5341,-0.48421
0.63918,-0.057395,0.10057,-0.062551,0.71775,-0.15052,-0.67696
0.63918,-0.057395,0.10057,0.70534,0.061168,0.70368,-0.059929
0.63918,-0.057395,0.10057,0.6191,-0.31646,0.63717,0.33255
0.63918,-0.057395,0.10057,0.03263,-0.68397,-0.0072831,0.72874
0.63918,-0.057395,0.10057,0.76253,0.10487,0.63827,-0.012802
0.6397,-0.042659,0.096017,0.68284,-0.14005,0.68114,0.22399
0.6397,-0.042659,0.096017,0.70918,-0.2223,0.62524,0.23817
0.6397,-0.042659,0.096017,0.68937,0.28947,0.62358,-0.22831
0.6397,-0.042659,0.096017,0.41765,0.59615,0.33057,-0.60074
0.6397,-0.042659,0.096017,0.34146,0.6651,0.31944,-0.58224
0.6397,-0.042659,0.096017,0.68649,0.28667,0.62693,-0.2313
0.64211,-0.048325,0.090954,0.68178,0.1678,0.67584,-0.22417
0.64211,-0.048325,0.090954,0.35527,-0.63908,0.26034,0.63054
0.64211,-0.048325,0.090954,0.77022,-0.0056456,0.63759,-0.014735
0.64211,-0.048325,0.090954,0.69255,-0.16219,0.668,0.21874
0.64211,-0.048325,0.090954,0.31455,0.63619,0.29209,-0.64109
0.64211,-0.048325,0.090954,0.69915,0.0023606,0.71497,6.856e-05
0.64087,-0.039205,0.081022,0.67739,0.25622,0.6636,-0.18743
0.64087,-0.039205,0.081022,0.64421,0.30517,0.61497,-0.33716
0.64087,-0.039205,0.081022,0.69611,0.17358,0.6651,-0.20724
0.64087,-0.039205,0.081022,0.66182,0.15735,0.7145,-0.16349
0.64087,-0.039205,0.081022,0.73106,0.02492,0.67673,-0.083435
0.64087,-0.039205,0.081022,0.7056,0.16374,0.65315,-0.22069
0.64035,-0.053941,0.085577,-0.59228,0.40482,-0.55328,-0.42333
0.64035,-0.053941,0.085577,0.62263,-0.39108,0.60394,0.30764
0.64035,-0.053941,0.085577,0.64957,-0.34987,0.61959,0.26788
0.64035,-0.053941,0.085577,-0.6109,0.21181,-0.74197,-0.17725
0.64035,-0.053941,0.085577,0.67465,-0.30841,0.63151,0.22567
0.64035,-0.053941,0.085577,0.65017,-0.35179,0.61875,0.26584
0.63794,-0.048275,0.09064,0.67962,-0.043891,0.73084,-0.045321
0.63794,-0.048275,0.09064,-0.1383,0.68839,-0.1678,-0.69198
0.63794,-0.048275,0.09064,0.66741,-0.16843,0.70552,0.16863
0.63794,-0.048275,0.09064,0.61536,-0.3025,0.64003,0.34669
0.63794,-0.048275,0.09064,-0.3893,-0.53452,-0.51228,0.548
0.63794,-0.048275,0.09064,0.77684,-0.16414,0.58573,0.16282
0.63057,-0.046428,0.12161,0.67291,0.27664,0.66028,-0.18626
0.63057,-0.046428,0.12161,0.69762,0.2254,0.62197,-0.27508
0.63057,-0.046428,0.12161,0.71369,0.10573,0.68078,-0.12651
0.63057,-0.046428,0.12161,0.69593,-0.014643,0.71796,0.00011582
0.63057,-0.046428,0.12161,0.71804,-0.034431,0.69485,0.020355
0.63057,-0.046428,0.12161,0.73042,0.090566,0.66385,-0.13261
0.63569,-0.047012,0.11485,0.71978,0.075479,0.66123,-0.19746
0.63569,-0.047012,0.11485,0.69961,0.11714,0.66897,-0.22203
0.63569,-0.047012,0.11485,0.7025,0.10455,0.67348,-0.20488
0.63569,-0.047012,0.11485,0.68913,0.13248,0.6799,-0.21283
0.63569,-0.047012,0.11485,0.70579,0.088147,0.67647,-0.19099
0.63569,-0.047012,0.11485,0.70321,0.1008,0.67229,-0.20822
0.63363,-0.043812,0.11512,0.65089,-0.19383,0.71929,0.14627
0.63363,-0.043812,0.11512,-0.43902,-0.51562,-0.54822,0.49077
0.63363,-0.043812,0.11512,0.76396,-0.19852,0.59325,0.15816
0.63363,-0.043812,0.11512,0.66545,-0.165,0.6945,0.21824
0.63363,-0.043812,0.11512,-0.16475,0.67977,-0.19574,-0.68735
0.63363,-0.043812,0.11512,0.66748,-0.17875,0.69849,0.18606
0.63594,-0.041833,0.10811,0.24324,-0.62788,0.18302,0.71631
0.63594,-0.041833,0.10811,0.26547,0.66789,0.24126,-0.65211
0.63594,-0.041833,0.10811,0.6928,-0.086945,0.70948,0.095442
0.63594,-0.041833,0.10811,0.36986,0.58296,0.38129,-0.6148
0.63594,-0.041833,0.10811,0.082666,-0.75623,0.077,0.64448
0.63594,-0.041833,0.10811,0.76821,-0.12285,0.62627,0.050531
0.63082,-0.041248,0.11487,0.73307,0.014484,0.66841,-0.12499
0.63082,-0.041248,0.11487,0.72179,0.056608,0.66914,-0.16755
0.63082,-0.041248,0.11487,0.72264,0.048615,0.6708,-0.15958
0.63082,-0.041248,0.11487,0.71101,0.08223,0.67074,-0.19443
0.63082,-0.041248,0.11487,0.72375,0.039677,0.67177,-0.15275
0.63082,-0.041248,0.11487,0.723,0.047682,0.67019,-0.16073
0.63288,-0.044448,0.1146,0.67571,0.0033079,0.73487,-0.0581
0.63288,-0.044448,0.1146,0.3795,0.61927,0.30964,-0.61369
0.63288,-0.044448,0.1146,0.67724,-0.0078298,0.73571,0.0023021
0.63288,-0.044448,0.1146,0.67917,-0.024346,0.73135,0.057002
0.63288,-0.044448,0.1146,0.37167,-0.61734,0.29997,0.62512
0.63288,-0.044448,0.1146,0.79969,0.0045101,0.60023,0.014213
0.64033,-0.040325,0.095198,0.67276,-0.20309,0.67776,0.21631
0.64033,-0.040325,0.095198,-0.052995,-0.72605,-0.18731,0.65951
0.64033,-0.040325,0.095198,0.7821,-0.15046,0.59938,0.080132
0.64033,-0.040325,0.095198,0.61913,-0.066104,0.78233,-0.016135
0.64033,-0.040325,0.095198,0.13877,0.69053,0.09342,-0.70369
0.64033,-0.040325,0.095198,0.69721,-0.12075,0.6963,0.1204
0.64045,-0.026477,0.098586,0.73899,-0.01131,0.67289,-0.031282
0.64045,-0.026477,0.098586,0.45948,0.55927,0.47639,-0.49915
0.64045,-0.026477,0.098586,0.70827,0.0043183,0.70581,-0.013052
0.64045,-0.026477,0.098586,0.69929,-0.0089847,0.71443,-0.022447
0.64045,-0.026477,0.098586,0.47354,-0.49358,0.48742,0.54273
0.64045,-0.026477,0.098586,0.68781,0.066971,0.721,0.050933
0.64212,-0.029056,0.090319,0.74033,-0.066948,0.66609,-0.061221
0.64212,-0.029056,0.090319,0.094679,0.76735,0.028266,-0.63357
0.64212,-0.029056,0.090319,0.66485,-0.06396,0.73929,-0.08564
0.64212,-0.029056,0.090319,0.67414,0.0096226,0.73834,-0.017156
0.64212,-0.029056,0.090319,0.086526,-0.67441,0.057919,0.73098
0.64212,-0.029056,0.090319,0.76634,0.16745,0.59698,0.16821
0.63668,-0.018248,0.087571,0.65974,-0.097147,0.74375,-0.046295
0.63668,-0.018248,0.087571,0.058515,0.74953,-0.050351,-0.65746
0.63668,-0.018248,0.087571,0.66752,0.019301,0.74042,-0.076335
0.63668,-0.018248,0.087571,0.67575,0.10797,0.71916,-0.12043
0.63668,-0.018248,0.087571,0.12095,-0.68014,0.064794,0.72012
0.63668,-0.018248,0.087571,0.80923,0.13244,0.57,0.051994
0.63656,-0.032096,0.084184,0.65631,-0.011996,0.75415,-0.019388
0.63656,-0.032096,0.084184,-0.064071,0.71592,-0.17805,-0.67205
0.63656,-0.032096,0.084184,0.70101,0.042584,0.7104,-0.045873
0.63656,-0.032096,0.084184,0.65272,0.064373,0.74812,-0.1007
0.63656,-0.032096,0.084184,0.0040167,-0.69252,-0.074806,0.7175
0.63656,-0.032096,0.084184,0.79874,0.077286,0.59666,-0.0064663
0.63488,-0.029517,0.092451,0.73564,-0.010977,0.67728,0.003656
0.63488,-0.029517,0.092451,0.41612,0.60127,0.39889,-0.55336
0.63488,-0.029517,0.092451,0.70391,-0.0019104,0.71012,-0.015159
0.63488,-0.029517,0.092451,0.69347,0.028523,0.71983,-0.011511
0.63488,-0.029517,0.092451,0.4247,-0.55162,0.41113,0.58848
0.63488,-0.029517,0.092451,0.72353,0.056925,0.68649,0.044807
0.64105,-0.040893,0.098383,0.70678,0.068614,0.6961,-0.10581
0.64105,-0.040893,0.098383,0.068914,-0.69787,0.016964,0.7127
0.64105,-0.040893,0.098383,0.81332,0.12551,0.56558,-0.05354
0.64105,-0.040893,0.098383,0.68117,0.15531,0.71427,-0.041341
0.64105,-0.040893,0.098383,-0.092482,0.70525,-0.19173,-0.67625
0.64105,-0.040893,0.098383,0.64996,0.080572,0.74783,-0.10868
0.63284,-0.034796,0.11131,0.67316,0.099398,0.72022,-0.13515
0.63284,-0.034796,0.11131,0.11365,-0.70295,0.029068,0.7015
0.63284,-0.034796,0.11131,0.82588,0.06047,0.55591,-0.072236
0.63284,-0.034796,0.11131,0.65153,0.067043,0.75515,0.027649
0.63284,-0.034796,0.11131,-0.0084795,0.69746,-0.12311,-0.70591
0.63284,-0.034796,0.11131,0.66669,0.071516,0.73876,-0.068106
0.63775,-0.029604,0.10458,0.61977,-0.24052,0.68002,0.30921
0.63775,-0.029604,0.10458,0.10141,-0.7498,0.0080266,0.6538
0.63775,-0.029604,0.10458,0.77314,-0.21776,0.59253,0.06124
0.63775,-0.029604,0.10458,0.64807,0.031583,0.75979,0.041512
0.63775,-0.029604,0.10458,0.36569,0.59744,0.29225,-0.6511
0.63775,-0.029604,0.10458,0.68651,-0.13947,0.69782,0.14931
0.63303,-0.018374,0.10991,-0.18892,-0.60098,-0.2074,0.74841
0.63303,-0.018374,0.10991,-0.43689,0.4968,-0.29004,-0.69152
0.63303,-0.018374,0.10991,0.22976,0.6693,0.23043,-0.66794
0.63303,-0.018374,0.10991,-0.33058,-0.61438,-0.20437,0.68665
0.63303,-0.018374,0.10991,0.6895,0.23971,0.64008,-0.23964
0.63303,-0.018374,0.10991,0.30016,0.52012,0.1668,-0.78202
0.64124,-0.024471,0.096977,0.71662,0.038605,0.69423,0.054841
0.64124,-0.024471,0.096977,0.86906,-0.076184,0.48783,-0.030826
0.64124,-0.024471,0.096977,0.77379,-0.16647,0.60004,0.11615
0.64124,-0.024471,0.096977,0.73121,0.056502,0.60029,0.31904
0.64124,-0.024471,0.096977,0.64995,-0.10749,0.74011,0.13508
0.64124,-0.024471,0.096977,0.76444,-0.020179,0.6442,-0.01553
0.63634,-0.029662,0.10371,0.15435,-0.74694,0.18127,0.6208
0.63634,-0.029662,0.10371,-0.59649,0.14625,-0.74766,-0.25262
0.63634,-0.029662,0.10371,0.66901,-0.46345,0.4177,0.40394
0.63634,-0.029662,0.10371,0.72024,0.046406,0.68777,0.077885
0.63634,-0.029662,0.10371,-0.30692,0.62275,-0.37854,-0.61211
0.63634,-0.029662,0.10371,0.54938,-0.44379,0.55125,0.44424
0.6418,-0.016639,0.073375,0.59584,-0.41601,0.62042,0.29493
0.6418,-0.016639,0.073375,-0.54425,0.33857,-0.71554,-0.27779
0.6418,-0.016639,0.073375,0.6313,-0.44253,0.40824,0.48884
0.6418,-0.016639,0.073375,0.38956,-0.52951,0.44474,0.60834
0.6418,-0.016639,0.073375,-0.35589,0.60067,-0.39354,-0.59805
0.6418,-0.016639,0.073375,0.51951,-0.47586,0.52814,0.47406
